"N","Player Id","Temporada","Fecha","Juego","Equipo","orden","Jugador","IP","H","C","CL","HR","BB","SO","BF","EFE","G","P","SV","BS","HLD","Estadio","oponente"
406,"jimedu001","2021-22","05/12/2022",36,"Tiburones de la Guaira",2,"Eduardo Jiménez",0,2,0,0,0,1,0,3,7.45,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
407,"florya001","2021-22","05/12/2022",36,"Tiburones de la Guaira",3,"Ryan Flores",1,2,2,2,0,0,1,5,5.65,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
408,"paleug001","2021-22","05/12/2022",36,"Tiburones de la Guaira",4,"Eugenio Palma",0.1,2,2,2,0,1,0,4,4.38,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
409,"guzemi001","2021-22","05/12/2022",36,"Tiburones de la Guaira",5,"Emilker Guzman",0.2,2,2,0,0,0,0,6,3.38,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
410,"ramedu001","2021-22","05/12/2022",36,"Tiburones de la Guaira",6,"Edubray Ramos",0.2,0,0,0,0,0,0,2,8.59,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
417,,"2021-22","07/12/2022",37,"Leones del Caracas",1,"Jhonathan Diaz",4.1,5,2,2,0,2,1,18,8.44,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
418,,"2021-22","07/12/2022",37,"Leones del Caracas",2,"Andres E. Perez",0.2,1,0,0,0,1,0,3,8.74,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
419,,"2021-22","07/12/2022",37,"Leones del Caracas",3,"Felix Carvallo ",1,0,0,0,0,0,2,3,5,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
420,,"2021-22","07/12/2022",37,"Leones del Caracas",4,"Ricardo Rodríguez ",1,1,0,0,0,1,1,5,6,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira"
421,,"2021-22","07/12/2022",37,"Leones del Caracas",5,"Eduardo Paredes ",1,0,0,0,0,1,2,4,3.5,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira"
422,,"2021-22","07/12/2022",37,"Leones del Caracas",6,"Jesus Zambrano ",1,2,1,1,0,0,0,5,2.08,0,0,1,0,0,"Estadio Universitario","Tiburones de la Guaira"
423,"diavic001","2021-22","07/12/2022",37,"Tiburones de la Guaira",1,"Victor Diaz ",3,6,3,3,0,3,2,16,6.93,0,1,0,0,0,"Estadio Universitario","Leones del Caracas"
424,"smimyl001","2021-22","07/12/2022",37,"Tiburones de la Guaira",2,"Myles Smith",2,3,0,0,0,1,1,8,5.95,0,0,0,0,0,"Estadio Universitario","Leones del Caracas"
425,"herarn001","2021-22","07/12/2022",37,"Tiburones de la Guaira",3,"Arnaldo Hernandez",1,0,0,0,0,1,2,4,7.07,0,0,0,0,0,"Estadio Universitario","Leones del Caracas"
426,"halkyl001","2021-22","07/12/2022",37,"Tiburones de la Guaira",4,"Kyle Halbohn",1,1,0,0,0,0,0,5,0,0,0,0,0,0,"Estadio Universitario","Leones del Caracas"
427,"covraf001","2021-22","07/12/2022",37,"Tiburones de la Guaira",5,"Rafael Cova",1,1,0,0,0,2,1,6,4.66,0,0,0,0,0,"Estadio Universitario","Leones del Caracas"
428,"infgre001","2021-22","07/12/2022",37,"Tiburones de la Guaira",6,"Gregory Infante",1,2,2,2,1,1,1,6,8.36,0,0,0,0,0,"Estadio Universitario","Leones del Caracas"
434,,"2021-22","09/12/2022",38,"Navegantes del Magallanes",1,"Jorge Martinez",3,4,4,4,2,1,2,13,7.36,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
435,,"2021-22","09/12/2022",38,"Navegantes del Magallanes",2,"Wikelman Ramirez",0.1,1,3,3,0,2,0,4,7.94,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
436,,"2021-22","09/12/2022",38,"Navegantes del Magallanes",3,"Ivan Andueza ",0.1,0,0,0,0,2,0,3,7.36,0,0,0,1,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
437,,"2021-22","09/12/2022",38,"Navegantes del Magallanes",4,"Luis Martinez ",1.1,0,0,0,0,2,1,6,4.58,1,0,0,0,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
438,,"2021-22","09/12/2022",38,"Navegantes del Magallanes",5,"Gabriel Moya ",0.2,1,0,0,0,0,1,3,11.88,0,0,0,0,1,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
439,,"2021-22","09/12/2022",38,"Navegantes del Magallanes",6,"Jorge Rondon ",0.1,0,0,0,0,1,0,2,7.8,0,0,0,0,1,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
440,,"2021-22","09/12/2022",38,"Navegantes del Magallanes",7,"Anthony Vizcaya",1,1,0,0,0,0,2,4,2.16,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
441,,"2021-22","09/12/2022",38,"Navegantes del Magallanes",8,"Enderson Franco",2,0,0,0,0,0,1,6,0,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
429,"guejun001","2021-22","09/12/2022",38,"Tiburones de la Guaira",1,"Junior Guerra ",4.1,14,10,10,3,0,2,26,4.68,0,1,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
430,"florya001","2021-22","09/12/2022",38,"Tiburones de la Guaira",2,"Ryan Flores",1.1,1,1,1,0,1,2,6,5.7,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
431,"guzlui001","2021-22","09/12/2022",38,"Tiburones de la Guaira",3,"Luis Guzman",0.1,0,0,0,0,1,0,2,4.63,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
432,"halkyl001","2021-22","09/12/2022",38,"Tiburones de la Guaira",4,"Kyle Halbohn",1,1,0,0,0,0,0,4,0,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
433,"pinjul001","2021-22","09/12/2022",38,"Tiburones de la Guaira",5,"Julio Pinto",1,1,0,0,0,0,1,4,6.39,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
447,,"2021-22","10/12/2022",39,"Leones del Caracas",1,"José Mujica",6,8,3,3,1,0,4,25,4.5,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
448,,"2021-22","10/12/2022",39,"Leones del Caracas",2,"Loiger Padron ",2,1,1,1,1,1,0,8,9.92,1,0,0,0,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
449,,"2021-22","10/12/2022",39,"Leones del Caracas",3,"Jesus Zambrano",1,1,0,0,0,0,0,4,1.9,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira"
442,"cavjor001","2021-22","10/12/2022",39,"Tiburones de la Guaira",1,"Jorgan Cavanerio",6,8,2,2,0,0,3,25,3.75,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
443,"halkyl001","2021-22","10/12/2022",39,"Tiburones de la Guaira",2,"Kyle Halbohn ",1,1,0,0,0,0,0,4,0,0,0,0,0,1,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
444,"covraf001","2021-22","10/12/2022",39,"Tiburones de la Guaira",3,"Rafael Cova ",0.1,4,5,5,0,1,0,6,9,0,1,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
445,"infgre001","2021-22","10/12/2022",39,"Tiburones de la Guaira",4,"Gregory Infante",0,1,1,1,0,2,0,3,9,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
446,"jimedu001","2021-22","10/12/2022",39,"Tiburones de la Guaira",5,"Eduardo Jiménez",0.2,0,0,0,0,0,0,2,6.97,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes"
450,"herarn001","2021-22","11/12/2022",40,"Tiburones de la Guaira",1,"Arnaldo Hernandez",3.2,3,2,2,0,0,4,15,6.62,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua"
451,"idreud001","2021-22","11/12/2022",40,"Tiburones de la Guaira",2,"Eudis Idrogo",0.1,1,0,0,0,0,0,2,9.82,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua"
452,"guzemi001","2021-22","11/12/2022",40,"Tiburones de la Guaira",3,"Emilker Guzman",1,0,0,0,0,0,2,3,3,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua"
453,"paleug001","2021-22","11/12/2022",40,"Tiburones de la Guaira",4,"Eugenio Palma",1.1,1,1,1,1,0,1,5,4.61,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua"
454,"beljoh001","2021-22","11/12/2022",40,"Tiburones de la Guaira",5,"Johan Belisario",0.2,0,0,0,0,0,0,2,2.7,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua"
455,"ramedu001","2021-22","11/12/2022",40,"Tiburones de la Guaira",6,"Edubray Ramos ",1,1,0,0,0,0,0,4,7.56,1,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua"
456,"halkyl001","2021-22","11/12/2022",40,"Tiburones de la Guaira",7,"Kyle Halbohn ",1,2,1,1,0,0,0,5,2.25,0,0,1,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua"
457,,"2021-22","11/12/2022",40,"Tigres de Aragua",1,"Osmer Morales",5,5,0,0,0,1,2,21,7.66,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
458,,"2021-22","11/12/2022",40,"Tigres de Aragua",2,"Eduardo Figueroa ",1,0,0,0,0,0,1,3,5.59,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
459,,"2021-22","11/12/2022",40,"Tigres de Aragua",3,"Leonel Campos ",0.2,2,1,0,0,0,0,5,3.86,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
460,,"2021-22","11/12/2022",40,"Tigres de Aragua",4,"Ronald Belisario ",1.1,0,0,0,0,1,1,5,5.74,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
461,,"2021-22","11/12/2022",40,"Tigres de Aragua",5,"Henry Alberto Rodriguez ",0.2,2,3,3,0,0,0,5,2.7,0,1,0,0,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
462,,"2021-22","11/12/2022",40,"Tigres de Aragua",6,"Francisco Carrillo ",0.1,1,2,2,1,1,1,3,3.54,0,0,0,1,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira"
463,,"2021-22","12/12/2022",41,"Navegantes del Magallanes",1,"Luis Alfredo Ramirez",3,0,0,0,0,4,1,11,6,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
464,,"2021-22","12/12/2022",41,"Navegantes del Magallanes",2,"Luis Martinez ",3,3,1,1,1,1,5,14,4.37,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
465,,"2021-22","12/12/2022",41,"Navegantes del Magallanes",3,"Jose Martinez",1,1,0,0,0,2,0,6,6.91,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
466,,"2021-22","12/12/2022",41,"Navegantes del Magallanes",4,"Carlos Valero",1,0,0,0,0,1,0,3,4.15,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
467,,"2021-22","12/12/2022",41,"Navegantes del Magallanes",5,"Luis Rico",1,2,1,1,1,0,1,5,4.7,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
468,"smimyl001","2021-22","12/12/2022",41,"Tiburones de la Guaira",1,"Myles Smith ",0.2,2,3,3,1,3,1,7,7.08,0,1,0,0,0,"Estadio Universitario","Navegantes del Magallanes"
469,"herjas001","2021-22","12/12/2022",41,"Tiburones de la Guaira",2,"Jasier Herrera",3.1,2,0,0,0,0,6,13,0,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes"
470,"pinjul001","2021-22","12/12/2022",41,"Tiburones de la Guaira",3,"Julio Pinto",2,2,1,1,0,1,2,9,6.14,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes"
471,"jimedu001","2021-22","12/12/2022",41,"Tiburones de la Guaira",4,"Eduardo Jiménez",0.2,3,4,4,0,2,0,7,9.82,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes"
472,"guzemi001","2021-22","12/12/2022",41,"Tiburones de la Guaira",5,"Emilker Guzman",0.1,0,0,0,0,1,0,2,2.89,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes"
473,"covraf001","2021-22","12/12/2022",41,"Tiburones de la Guaira",6,"Rafael Cova",1,2,1,1,0,0,1,6,9,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes"
474,"infgre001","2021-22","12/12/2022",41,"Tiburones de la Guaira",7,"Gregory Infante",1,1,0,0,0,0,0,4,8.4,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes"
478,,"2021-22","12/12/2022",42,"Bravos de Margarita",1,"Pedro Avila ",6,3,2,2,0,1,4,22,3,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
479,,"2021-22","12/12/2022",42,"Bravos de Margarita",2,"Melvi Acosta ",1,1,0,0,0,0,1,4,6.55,0,0,0,0,1,"Estadio Forum de La Guaira","Tiburones de la Guaira"
480,,"2021-22","12/12/2022",42,"Bravos de Margarita",3,"José Mesa Jr.",1,0,0,0,0,2,1,5,3,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
481,,"2021-22","12/12/2022",42,"Bravos de Margarita",4,"Ezequiel Zabaleta",1,0,0,0,0,0,1,3,3.86,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
475,"guejun001","2021-22","12/12/2022",42,"Tiburones de la Guaira",1,"Junior Guerra ",6.1,8,6,6,1,2,6,27,5.18,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
476,"beljoh001","2021-22","12/12/2022",42,"Tiburones de la Guaira",2,"Johan Belisario",0.2,0,0,0,0,0,0,2,2.53,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
477,"ramedu001","2021-22","12/12/2022",42,"Tiburones de la Guaira",3,"Edubray Ramos",1,3,2,2,0,1,1,7,8.68,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
482,,"2021-22","15/12/2022",43,"Leones del Caracas",1,"Yoimer Camacho ",5.2,7,1,1,0,0,2,23,3.23,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
483,,"2021-22","15/12/2022",43,"Leones del Caracas",2,"Gerson Garabito ",1.1,2,1,1,0,0,0,6,3.86,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira"
484,,"2021-22","15/12/2022",43,"Leones del Caracas",3,"Ricardo Rodríguez ",1,1,0,0,0,0,0,3,4.35,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira"
485,,"2021-22","15/12/2022",43,"Leones del Caracas",4,"Jesus Zambrano ",1,1,0,0,0,0,1,3,1.75,0,0,1,0,0,"Estadio Universitario","Tiburones de la Guaira"
486,"cavjor001","2021-22","15/12/2022",43,"Tiburones de la Guaira",1,"Jorgan Cavanerio ",4.1,8,4,4,1,0,4,21,4.13,0,1,0,0,0,"Estadio Universitario","Leones del Caracas"
487,"pinjul001","2021-22","15/12/2022",43,"Tiburones de la Guaira",2,"Julio Pinto",1.2,0,0,0,0,1,3,5,5.51,0,0,0,0,0,"Estadio Universitario","Leones del Caracas"
488,"covraf001","2021-22","15/12/2022",43,"Tiburones de la Guaira",3,"Rafael Cova",1,0,0,0,0,0,0,3,8.25,0,0,0,0,0,"Estadio Universitario","Leones del Caracas"
489,"infgre001","2021-22","15/12/2022",43,"Tiburones de la Guaira",4,"Gregory Infante",1,0,0,0,0,0,0,3,7.88,0,0,0,0,0,"Estadio Universitario","Leones del Caracas"
490,"halkyl001","2021-22","15/12/2022",43,"Tiburones de la Guaira",5,"Kyle Halbohn",1,0,0,0,0,0,1,3,1.8,0,0,0,0,0,"Estadio Universitario","Leones del Caracas"
499,,"2021-22","16/12/2022",44,"Cardenales de Lara",1,"Alejandro Requena",4,2,1,0,0,0,3,15,4.5,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
500,,"2021-22","16/12/2022",44,"Cardenales de Lara",2,"Pedro Garcia ",1,0,0,0,0,0,2,4,1.98,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
501,,"2021-22","16/12/2022",44,"Cardenales de Lara",3,"Fabian Blanco ",1,0,0,0,0,0,0,2,2.04,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira"
502,,"2021-22","16/12/2022",44,"Cardenales de Lara",4,"Jean Machi ",1,0,0,0,0,0,0,3,3.94,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira"
503,,"2021-22","16/12/2022",44,"Cardenales de Lara",5,"Yapson Gomez",1,0,0,0,0,0,1,3,2.29,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
504,,"2021-22","16/12/2022",44,"Cardenales de Lara",6,"Diego Moreno",1,0,0,0,0,1,0,4,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
491,"herarn001","2021-22","16/12/2022",44,"Tiburones de la Guaira",1,"Arnaldo Hernandez ",3,7,2,2,0,2,2,16,6.53,0,1,0,0,0,"Estadio Universitario","Cardenales de Lara"
492,"guzemi001","2021-22","16/12/2022",44,"Tiburones de la Guaira",2,"Emilker Guzman",1,0,1,0,0,2,0,6,2.61,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara"
493,"beljoh001","2021-22","16/12/2022",44,"Tiburones de la Guaira",3,"Johan Belisario",1,0,0,0,0,0,0,2,2.31,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara"
494,"hernel001","2021-22","16/12/2022",44,"Tiburones de la Guaira",4,"Nelson Hernandez",1,0,0,0,0,0,0,3,5.06,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara"
495,"guzlui001","2021-22","16/12/2022",44,"Tiburones de la Guaira",5,"Luis Guzman",0.1,2,2,2,1,0,0,3,6,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara"
496,"jimedu001","2021-22","16/12/2022",44,"Tiburones de la Guaira",6,"Eduardo Jiménez",0.2,1,0,0,0,1,0,4,9.26,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara"
497,"covraf001","2021-22","16/12/2022",44,"Tiburones de la Guaira",7,"Rafael Cova",0.2,3,1,1,0,0,1,5,8.53,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara"
498,"ramedu001","2021-22","16/12/2022",44,"Tiburones de la Guaira",8,"Edubray Ramos",0.1,0,0,0,0,0,0,1,8.38,0,0,0,0,0,"Estadio Universitario","Cardenales de Lara"
510,,"2021-22","17/12/2022",45,"Cardenales de Lara",1,"Nestor Molina ",7.1,8,3,1,0,1,6,30,5.4,0,1,0,0,0,"Estadio Antonio Herrera Gutierrez","Tiburones de la Guaira"
511,,"2021-22","17/12/2022",45,"Cardenales de Lara",2,"Diego Moreno",0.2,0,0,0,0,1,1,3,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tiburones de la Guaira"
512,,"2021-22","17/12/2022",45,"Cardenales de Lara",3,"Luís Madero",1,1,0,0,0,0,1,4,3.31,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tiburones de la Guaira"
505,"herjas001","2021-22","17/12/2022",45,"Tiburones de la Guaira",1,"Jasier Herrera ",5,6,1,1,1,1,6,22,1.08,1,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara"
506,"smimyl001","2021-22","17/12/2022",45,"Tiburones de la Guaira",2,"Myles Smith ",1,3,0,0,0,0,0,5,6.75,0,0,0,0,1,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara"
507,"paleug001","2021-22","17/12/2022",45,"Tiburones de la Guaira",3,"Eugenio Palma ",1,0,0,0,0,0,0,3,4.3,0,0,0,0,1,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara"
508,"beljoh001","2021-22","17/12/2022",45,"Tiburones de la Guaira",4,"Johan Belisario ",1,1,0,0,0,1,0,4,2.13,0,0,0,0,1,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara"
509,"guejun001","2021-22","17/12/2022",45,"Tiburones de la Guaira",5,"Junior Guerra ",1,2,1,1,0,0,0,5,5.26,0,0,1,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara"
513,,"2021-22","18/12/2022",46,"Bravos de Margarita",1,"Dedgar Jimenez",2.1,3,1,1,0,0,0,11,13.5,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
514,,"2021-22","18/12/2022",46,"Bravos de Margarita",2,"Julio Vivas ",1.2,2,0,0,0,1,2,8,3.63,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
515,,"2021-22","18/12/2022",46,"Bravos de Margarita",3,"Yender Cáramo",1.2,3,2,0,0,0,3,9,5.06,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
516,,"2021-22","18/12/2022",46,"Bravos de Margarita",4,"Angel Leon",0.1,1,0,0,0,0,1,2,3.95,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
517,,"2021-22","18/12/2022",46,"Bravos de Margarita",5,"Anthony Molina",1,3,2,2,0,1,0,6,5.4,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
518,,"2021-22","18/12/2022",46,"Bravos de Margarita",6,"José Mesa Jr. ",1,0,0,0,0,0,3,3,2.25,0,0,0,0,1,"Estadio Forum de La Guaira","Tiburones de la Guaira"
519,,"2021-22","18/12/2022",46,"Bravos de Margarita",7,"Ezequiel Zabaleta ",1,0,0,0,0,0,0,3,3.38,0,0,1,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
520,"hernel001","2021-22","18/12/2022",46,"Tiburones de la Guaira",1,"Nelson Hernandez",0.1,2,1,1,0,2,0,5,5.73,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
521,"pinjul001","2021-22","18/12/2022",46,"Tiburones de la Guaira",2,"Julio Pinto ",2,1,3,3,0,3,0,9,6.38,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
522,"infgre001","2021-22","18/12/2022",46,"Tiburones de la Guaira",3,"Gregory Infante",2.1,4,1,1,1,0,3,11,7.36,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
523,"guzemi001","2021-22","18/12/2022",46,"Tiburones de la Guaira",4,"Emilker Guzman",0.2,1,2,2,0,3,0,5,4.09,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
524,"ramedu001","2021-22","18/12/2022",46,"Tiburones de la Guaira",5,"Edubray Ramos",1.1,0,0,0,0,0,1,4,7.36,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
525,"guzlui001","2021-22","18/12/2022",46,"Tiburones de la Guaira",6,"Luis Guzman",0.1,1,0,0,0,1,0,3,5.84,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
526,"jimedu001","2021-22","18/12/2022",46,"Tiburones de la Guaira",7,"Eduardo Jiménez",1,0,0,0,0,1,1,4,8.53,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
527,"halkyl001","2021-22","18/12/2022",46,"Tiburones de la Guaira",8,"Kyle Halbohn",1,0,0,0,0,0,0,4,1.5,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
528,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",1,"Jheyson Manzueta",3,6,3,3,0,2,0,15,6.5,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
529,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",2,"Jean Toledo",1,0,0,0,0,0,0,2,3.38,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
530,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",3,"Ivan Medina ",1,1,0,0,0,0,1,3,9.49,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
531,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",4,"José Domínguez",2,3,3,3,0,0,2,9,6,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
532,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",5,"Lester Oliveros",0.2,2,2,1,0,0,1,5,4.6,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
533,,"2021-22","19/12/2022",47,"Caribes de Anzoategui",6,"Andres Sotillet ",1.1,0,0,0,0,1,0,4,1.46,0,0,1,0,0,"Estadio Universitario","Tiburones de la Guaira"
534,"idreud001","2021-22","19/12/2022",47,"Tiburones de la Guaira",1,"Eudis Idrogo",3,4,3,3,0,0,2,13,9.7,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui"
535,"smimyl001","2021-22","19/12/2022",47,"Tiburones de la Guaira",2,"Myles Smith ",2,2,3,3,0,1,0,9,7.33,0,1,0,0,0,"Estadio Universitario","Caribes de Anzoategui"
536,"paleug001","2021-22","19/12/2022",47,"Tiburones de la Guaira",3,"Eugenio Palma",0.2,1,2,2,1,1,0,4,5.28,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui"
537,"covraf001","2021-22","19/12/2022",47,"Tiburones de la Guaira",4,"Rafael Cova",0.1,1,1,1,1,0,0,2,9,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui"
538,"hernel001","2021-22","19/12/2022",47,"Tiburones de la Guaira",5,"Nelson Hernandez",1.2,2,1,1,0,0,1,7,5.68,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui"
539,"beljoh001","2021-22","19/12/2022",47,"Tiburones de la Guaira",6,"Johan Belisario",1.1,1,0,0,0,0,0,5,1.93,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui"
546,,"2021-22","21/12/2022",48,"Bravos de Margarita",1,"Yohan Pino",2.1,5,4,4,0,3,1,15,6.16,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
547,,"2021-22","21/12/2022",48,"Bravos de Margarita",2,"Yender Cáramo ",2.2,2,0,0,0,0,3,9,4.5,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
548,,"2021-22","21/12/2022",48,"Bravos de Margarita",3,"Alfred Gutierrez",2,1,0,0,0,0,2,6,1.59,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
549,,"2021-22","21/12/2022",48,"Bravos de Margarita",4,"Melvi Acosta",1,1,0,0,0,1,0,5,6.23,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
550,,"2021-22","21/12/2022",48,"Bravos de Margarita",5,"Ezequiel Zabaleta",1,1,0,0,0,0,1,4,3,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira"
540,"davdav001","2021-22","21/12/2022",48,"Tiburones de la Guaira",1,"David Davalillo ",1.1,2,5,2,0,2,1,11,13.5,0,1,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
541,"infgre001","2021-22","21/12/2022",48,"Tiburones de la Guaira",2,"Gregory Infante",0.2,3,1,1,0,0,0,5,7.58,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
542,"jimedu001","2021-22","21/12/2022",48,"Tiburones de la Guaira",3,"Eduardo Jiménez",0.2,1,2,2,0,2,0,5,9.45,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita"
